Lot,Process001_MachineNo,Process002_MachineNo,Process003_MachineNo,Process004_MachineNo,Process005_MachineNo,Process006_MachineNo,Process007_MachineNo,Process008_MachineNo,Process009_MachineNo,Process010_MachineNo,Process011_MachineNo,Process012_MachineNo,Process013_MachineNo,Process014_MachineNo,Process015_MachineNo,Process016_MachineNo,Process017_MachineNo,Process018_MachineNo,Process019_MachineNo,Process020_MachineNo,Process021_MachineNo,Process022_MachineNo,Process023_MachineNo,Process024_MachineNo,Process025_MachineNo,Process026_MachineNo,Process027_MachineNo,Process028_MachineNo,Process029_MachineNo,Process030_MachineNo,Process031_MachineNo,Process032_MachineNo,Process033_MachineNo,Process034_MachineNo,Process035_MachineNo,Final,CurrentTotalNum,BadNum,TotalNum
WB2018500154-A00264,CR-022,OV-058,SP-007,PL-024,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,64896,0,64896
WB2018500154-A00264,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,64896,0,64896
WB2018500154-A00264,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,64896,0,64896
WB2018500154-A00264,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-012,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,64896,0,64896
WB2018500154-A00264,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-012,DK-002,,,,,,,,,,,,,,,,,,,,,,,,,,,9,64896,1352,64896
WB2018500154-A00264,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-012,DK-002,GP-007,,,,,,,,,,,,,,,,,,,,,,,,,,10,63544,0,64896
WB2018500154-A00264,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-012,DK-002,GP-007,ME-004,,,,,,,,,,,,,,,,,,,,,,,,,11,63544,0,64896
WB2018500154-A00264,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-012,DK-002,GP-007,ME-004,SB-001,,,,,,,,,,,,,,,,,,,,,,,,12,63544,0,64896
WB2018500154-A00264,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-012,DK-002,GP-007,ME-004,SB-001,ES-001,,,,,,,,,,,,,,,,,,,,,,,13,63544,676,64896
WB2018500154-A00264,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-012,DK-002,GP-007,ME-004,SB-001,ES-001,LK-004,,,,,,,,,,,,,,,,,,,,,,14,62868,0,64896
WB2018500154-A00264,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-012,DK-002,GP-007,ME-004,SB-001,ES-001,LK-004,LS-063,,,,,,,,,,,,,,,,,,,,,15,62868,0,64896
WB2018500154-A00264,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-012,DK-002,GP-007,ME-004,SB-001,ES-001,LK-004,LS-063,FT-055,,,,,,,,,,,,,,,,,,,,16,62868,1598,64896
WB2018500154-A00264,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-012,DK-002,GP-007,ME-004,SB-001,ES-001,LK-004,LS-063,FT-055,MS-017,,,,,,,,,,,,,,,,,,,17,61270,0,64896
WB2018500154-A00264,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-012,DK-002,GP-007,ME-004,SB-001,ES-001,LK-004,LS-063,FT-055,MS-017,MS-019,,,,,,,,,,,,,,,,,,18,61270,3645,64896
WB2018500154-A00264,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-012,DK-002,GP-007,ME-004,SB-001,ES-001,LK-004,LS-063,FT-055,MS-017,MS-019,MK-011,,,,,,,,,,,,,,,,,-1,57625,0,64896
WB2018500154-A00266,CR-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48672,0,48672
WB2018500154-A00266,CR-022,OV-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48672,0,48672
WB2018500154-A00266,CR-022,OV-058,SP-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,48672,0,48672
WB2018500154-A00266,CR-022,OV-058,SP-007,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,48672,0,48672
WB2018500154-A00266,CR-022,OV-058,SP-007,PL-024,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,48672,0,48672
WB2018500154-A00266,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,48672,0,48672
WB2018500154-A00266,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,48672,0,48672
WB2018500154-A00266,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-011,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,48672,0,48672
WB2018500154-A00266,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-011,DK-010,,,,,,,,,,,,,,,,,,,,,,,,,,,9,48672,676,48672
WB2018500154-A00266,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-011,DK-010,GP-005,,,,,,,,,,,,,,,,,,,,,,,,,,10,47996,0,48672
WB2018500154-A00266,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-011,DK-010,GP-005,ME-005,,,,,,,,,,,,,,,,,,,,,,,,,11,47996,0,48672
WB2018500154-A00266,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-011,DK-010,GP-005,ME-005,SB-001,,,,,,,,,,,,,,,,,,,,,,,,12,47996,0,48672
WB2018500154-A00266,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-011,DK-010,GP-005,ME-005,SB-001,ES-001,,,,,,,,,,,,,,,,,,,,,,,13,47996,676,48672
WB2018500154-A00266,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-011,DK-010,GP-005,ME-005,SB-001,ES-001,LK-004,,,,,,,,,,,,,,,,,,,,,,14,47320,0,48672
WB2018500154-A00266,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-011,DK-010,GP-005,ME-005,SB-001,ES-001,LK-004,LS-063,,,,,,,,,,,,,,,,,,,,,15,47320,0,48672
WB2018500154-A00266,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-011,DK-010,GP-005,ME-005,SB-001,ES-001,LK-004,LS-063,FT-055,,,,,,,,,,,,,,,,,,,,16,47320,916,48672
WB2018500154-A00266,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-011,DK-010,GP-005,ME-005,SB-001,ES-001,LK-004,LS-063,FT-055,MS-017,,,,,,,,,,,,,,,,,,,17,46404,0,48672
WB2018500154-A00266,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-011,DK-010,GP-005,ME-005,SB-001,ES-001,LK-004,LS-063,FT-055,MS-017,MS-019,,,,,,,,,,,,,,,,,,18,46404,1147,48672
WB2018500154-A00266,CR-022,OV-058,SP-007,PL-024,DR-001,EX-012,DM-005,PL-011,DK-010,GP-005,ME-005,SB-001,ES-001,LK-004,LS-063,FT-055,MS-017,MS-019,AL-002,,,,,,,,,,,,,,,,,-1,45257,0,48672
WB2018500200-A00273,CR-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64896,0,64896
WB2018500200-A00273,CR-022,OV-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,64896,0,64896
WB2018500200-A00273,CR-022,OV-058,SP-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,64896,0,64896
WB2018500200-A00273,CR-022,OV-058,SP-007,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,64896,0,64896
WB2018500200-A00273,CR-022,OV-058,SP-007,PL-024,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,64896,0,64896
WB2018500200-A00273,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,64896,0,64896
WB2018500200-A00273,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,64896,0,64896
WB2018500200-A00273,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,64896,0,64896
WB2018500200-A00273,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-001,,,,,,,,,,,,,,,,,,,,,,,,,,,9,64896,0,64896
WB2018500200-A00273,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-001,DK-012,,,,,,,,,,,,,,,,,,,,,,,,,,10,64896,2028,64896
WB2018500200-A00273,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-001,DK-012,GP-005,,,,,,,,,,,,,,,,,,,,,,,,,11,62868,0,64896
WB2018500200-A00273,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-001,DK-012,GP-005,ME-005,,,,,,,,,,,,,,,,,,,,,,,,12,62868,0,64896
WB2018500200-A00273,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-001,DK-012,GP-005,ME-005,SB-001,,,,,,,,,,,,,,,,,,,,,,,13,62868,0,64896
WB2018500200-A00273,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-001,DK-012,GP-005,ME-005,SB-001,ES-001,,,,,,,,,,,,,,,,,,,,,,14,62868,676,64896
WB2018500200-A00273,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-001,DK-012,GP-005,ME-005,SB-001,ES-001,LK-004,,,,,,,,,,,,,,,,,,,,,15,62192,676,64896
WB2018500200-A00273,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-001,DK-012,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,,,,,,,,,,,,,,,,,,,,16,61516,0,64896
WB2018500200-A00273,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-001,DK-012,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,,,,,,,,,,,,,,,,,,,17,61516,0,64896
WB2018500200-A00273,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-001,DK-012,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,FT-079,,,,,,,,,,,,,,,,,,18,61516,207,64896
WB2018500200-A00273,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-001,DK-012,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,FT-079,MS-017,,,,,,,,,,,,,,,,,19,61309,0,64896
WB2018500200-A00273,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-001,DK-012,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,FT-079,MS-017,MS-019,,,,,,,,,,,,,,,,20,61309,3441,64896
WB2018500200-A00273,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-001,DK-012,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,FT-079,MS-017,MS-019,MK-011,,,,,,,,,,,,,,,-1,57868,0,64896
WB2018500200-A00275,CR-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64896,0,64896
WB2018500200-A00275,CR-022,OV-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,64896,0,64896
WB2018500200-A00275,CR-022,OV-058,SP-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,64896,0,64896
WB2018500200-A00275,CR-022,OV-058,SP-007,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,64896,0,64896
WB2018500200-A00275,CR-022,OV-058,SP-007,PL-024,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,64896,0,64896
WB2018500200-A00275,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,64896,0,64896
WB2018500200-A00275,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,EX-012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,64896,0,64896
WB2018500200-A00275,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,EX-012,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,64896,0,64896
WB2018500200-A00275,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,EX-012,DM-005,PL-017,,,,,,,,,,,,,,,,,,,,,,,,,,,9,64896,0,64896
WB2018500200-A00275,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,EX-012,DM-005,PL-017,DK-001,,,,,,,,,,,,,,,,,,,,,,,,,,10,64896,0,64896
WB2018500200-A00275,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,EX-012,DM-005,PL-017,DK-001,GP-005,,,,,,,,,,,,,,,,,,,,,,,,,11,64896,0,64896
WB2018500200-A00275,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,EX-012,DM-005,PL-017,DK-001,GP-005,ME-005,,,,,,,,,,,,,,,,,,,,,,,,12,64896,0,64896
WB2018500200-A00275,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,EX-012,DM-005,PL-017,DK-001,GP-005,ME-005,SB-001,,,,,,,,,,,,,,,,,,,,,,,13,64896,0,64896
WB2018500200-A00275,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,EX-012,DM-005,PL-017,DK-001,GP-005,ME-005,SB-001,ES-001,,,,,,,,,,,,,,,,,,,,,,14,64896,1352,64896
WB2018500200-A00275,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,EX-012,DM-005,PL-017,DK-001,GP-005,ME-005,SB-001,ES-001,LK-004,,,,,,,,,,,,,,,,,,,,,15,63544,0,64896
WB2018500200-A00275,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,EX-012,DM-005,PL-017,DK-001,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,,,,,,,,,,,,,,,,,,,,16,63544,0,64896
WB2018500200-A00275,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,EX-012,DM-005,PL-017,DK-001,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,,,,,,,,,,,,,,,,,,,17,63544,0,64896
WB2018500200-A00275,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,EX-012,DM-005,PL-017,DK-001,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,FT-079,,,,,,,,,,,,,,,,,,18,63544,1006,64896
WB2018500200-A00275,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,EX-012,DM-005,PL-017,DK-001,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,FT-079,MS-017,,,,,,,,,,,,,,,,,19,62538,0,64896
WB2018500200-A00275,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,EX-012,DM-005,PL-017,DK-001,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,FT-079,MS-017,MS-019,,,,,,,,,,,,,,,,20,62538,5647,64896
WB2018500200-A00275,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,EX-012,DM-005,PL-017,DK-001,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,FT-079,MS-017,MS-019,MK-011,,,,,,,,,,,,,,,-1,56891,0,64896
WB2018500200-A00276,CR-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64896,0,64896
WB2018500200-A00276,CR-022,OV-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,64896,0,64896
WB2018500200-A00276,CR-022,OV-058,SP-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,64896,0,64896
WB2018500200-A00276,CR-022,OV-058,SP-007,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,64896,0,64896
WB2018500200-A00276,CR-022,OV-058,SP-007,PL-024,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,64896,0,64896
WB2018500200-A00276,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,64896,0,64896
WB2018500200-A00276,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,64896,0,64896
WB2018500200-A00276,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,64896,0,64896
WB2018500200-A00276,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-004,,,,,,,,,,,,,,,,,,,,,,,,,,,9,64896,0,64896
WB2018500200-A00276,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-004,DK-001,,,,,,,,,,,,,,,,,,,,,,,,,,10,64896,0,64896
WB2018500200-A00276,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-004,DK-001,GP-007,,,,,,,,,,,,,,,,,,,,,,,,,11,64896,0,64896
WB2018500200-A00276,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-004,DK-001,GP-007,ME-005,,,,,,,,,,,,,,,,,,,,,,,,12,64896,0,64896
WB2018500200-A00276,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-004,DK-001,GP-007,ME-005,SB-001,,,,,,,,,,,,,,,,,,,,,,,13,64896,0,64896
WB2018500200-A00276,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-004,DK-001,GP-007,ME-005,SB-001,ES-001,,,,,,,,,,,,,,,,,,,,,,14,64896,676,64896
WB2018500200-A00276,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-004,DK-001,GP-007,ME-005,SB-001,ES-001,LK-004,,,,,,,,,,,,,,,,,,,,,15,64220,0,64896
WB2018500200-A00276,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-004,DK-001,GP-007,ME-005,SB-001,ES-001,LK-004,SA-001,,,,,,,,,,,,,,,,,,,,16,64220,0,64896
WB2018500200-A00276,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-004,DK-001,GP-007,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,,,,,,,,,,,,,,,,,,,17,64220,0,64896
WB2018500200-A00276,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-004,DK-001,GP-007,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,FT-079,,,,,,,,,,,,,,,,,,18,64220,503,64896
WB2018500200-A00276,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-004,DK-001,GP-007,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,FT-079,MS-017,,,,,,,,,,,,,,,,,19,63717,0,64896
WB2018500200-A00276,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-004,DK-001,GP-007,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,FT-079,MS-017,MS-019,,,,,,,,,,,,,,,,20,63717,4691,64896
WB2018500200-A00276,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-004,DK-001,GP-007,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,FT-079,MS-017,MS-019,MK-011,,,,,,,,,,,,,,,-1,59026,0,64896
WB2018500200-A00278,CR-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64896,0,64896
WB2018500200-A00278,CR-022,OV-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,64896,0,64896
WB2018500200-A00278,CR-022,OV-058,SP-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,64896,0,64896
WB2018500200-A00278,CR-022,OV-058,SP-007,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,64896,0,64896
WB2018500200-A00278,CR-022,OV-058,SP-007,PL-024,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,64896,0,64896
WB2018500200-A00278,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,64896,0,64896
WB2018500200-A00278,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,64896,0,64896
WB2018500200-A00278,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,64896,0,64896
WB2018500200-A00278,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-008,,,,,,,,,,,,,,,,,,,,,,,,,,,9,64896,676,64896
WB2018500200-A00278,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-008,GP-005,,,,,,,,,,,,,,,,,,,,,,,,,,10,64220,0,64896
WB2018500200-A00278,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-008,GP-005,ME-005,,,,,,,,,,,,,,,,,,,,,,,,,11,64220,2704,64896
WB2018500200-A00278,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-008,GP-005,ME-005,SB-001,,,,,,,,,,,,,,,,,,,,,,,,12,61516,0,64896
WB2018500200-A00278,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-008,GP-005,ME-005,SB-001,ES-001,,,,,,,,,,,,,,,,,,,,,,,13,61516,676,64896
WB2018500200-A00278,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-008,GP-005,ME-005,SB-001,ES-001,LK-004,,,,,,,,,,,,,,,,,,,,,,14,60840,0,64896
WB2018500200-A00278,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-008,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,,,,,,,,,,,,,,,,,,,,,15,60840,0,64896
WB2018500200-A00278,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-008,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,,,,,,,,,,,,,,,,,,,,16,60840,0,64896
WB2018500200-A00278,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-008,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,FT-079,,,,,,,,,,,,,,,,,,,17,60840,317,64896
WB2018500200-A00278,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-008,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,FT-079,MS-017,,,,,,,,,,,,,,,,,,18,60523,0,64896
WB2018500200-A00278,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-008,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,FT-079,MS-017,MS-019,,,,,,,,,,,,,,,,,19,60523,12155,64896
WB2018500200-A00278,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-008,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,FT-079,MS-017,MS-019,MK-011,,,,,,,,,,,,,,,,-1,48368,0,64896
WB2018500200-A00279,CR-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64896,0,64896
WB2018500200-A00279,CR-022,OV-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,64896,0,64896
WB2018500200-A00279,CR-022,OV-058,SP-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,64896,0,64896
WB2018500200-A00279,CR-022,OV-058,SP-007,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,64896,0,64896
WB2018500200-A00279,CR-022,OV-058,SP-007,PL-024,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,64896,0,64896
WB2018500200-A00279,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,64896,0,64896
WB2018500200-A00279,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,64896,0,64896
WB2018500200-A00279,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,64896,0,64896
WB2018500200-A00279,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-011,,,,,,,,,,,,,,,,,,,,,,,,,,,9,64896,676,64896
WB2018500200-A00279,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-011,GP-005,,,,,,,,,,,,,,,,,,,,,,,,,,10,64220,0,64896
WB2018500200-A00279,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-011,GP-005,ME-005,,,,,,,,,,,,,,,,,,,,,,,,,11,64220,0,64896
WB2018500200-A00279,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-011,GP-005,ME-005,SB-001,,,,,,,,,,,,,,,,,,,,,,,,12,64220,0,64896
WB2018500200-A00279,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-011,GP-005,ME-005,SB-001,ES-001,,,,,,,,,,,,,,,,,,,,,,,13,64220,676,64896
WB2018500200-A00279,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-011,GP-005,ME-005,SB-001,ES-001,LK-004,,,,,,,,,,,,,,,,,,,,,,14,63544,0,64896
WB2018500200-A00279,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-011,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,,,,,,,,,,,,,,,,,,,,,15,63544,0,64896
WB2018500200-A00279,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-011,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,,,,,,,,,,,,,,,,,,,,16,63544,0,64896
WB2018500200-A00279,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-011,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,FT-079,,,,,,,,,,,,,,,,,,,17,63544,3633,64896
WB2018500200-A00279,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-011,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,FT-079,MS-017,,,,,,,,,,,,,,,,,,18,59911,0,64896
WB2018500200-A00279,CR-022,OV-058,SP-007,PL-024,DR-001,EX-017,DM-005,PL-006,DK-011,GP-005,ME-005,SB-001,ES-001,LK-004,SA-001,LS-063,FT-079,MS-017,MS-019,,,,,,,,,,,,,,,,,19,59911,7185,64896
